Total_Salaries,nb_auto_entrepreneur,nb_micro_entreprises,nb_small_entreprises,nb_medium_entreprises,nb_large_entreprises,DIST_COM_CL_DEPT,DIST_COM_CL_REG,DIST_COM_PARIS,mean_net_salary_hour_overall,mean_net_salary_hour_executives,mean_net_salary_hour_avg_executive,mean_net_salary_hour_employee,mean_net_salary_hour_worker,mean_net_salary_hour_female,mean_net_salary_hour_female_executives,mean_net_salary_hour_avg_female_executive,mean_net_salary_hour_female_employee,mean_net_salary_hour_female_worker,mean_net_salary_hour_male,mean_net_salary_hour_male_executives,mean_net_salary_hour_avg_male_executive,mean_net_salary_hour_male_employee,mean_net_salary_hour_male_worker,mean_net_salary_hour_18_25,mean_net_salary_hour_26_50,mean_net_salary_hour_over_50,mean_net_salary_hour_female_18_25,mean_net_salary_hour_female_26_50,mean_net_salary_hour_female_over_50,mean_net_salary_hour_male_18_25,mean_net_salary_hour_male_26_50,mean_net_salary_hour_male_over_50,men_over_15_no_diploma,men_over_15_bac_plus_5_gratuated,women_over_15_no_diploma,women_over_15_bac_plus_5_gratuated
0.27641892382691846,0.2519458719245742,0.05761474588822437,0.8396696227643191,0.2649676617737231,-0.35432090416281575,-0.021829905097061567,-0.6215534587734957,-0.06795744882923412,-0.12299952554051528,0.022424268772383328,0.7818245620587508,-0.43256176180932043,-0.45946382458560964,-0.32869090489914105,-0.06737699487422256,-0.28681712173330265,-0.49961813734265575,-0.013929655588792967,-0.0893107465735855,-0.0023686406638228426,0.6680424264830961,-0.3087933110928334,-0.3769794311396106,0.2519465351418203,-0.0005564605888867163,-0.09449240755786278,0.11034576199504585,-0.24359228031743987,-0.282509824300382,0.2532257609775202,0.03851176429368873,-0.058708364288433894,0.13582291305198466,-0.025512776646900458,0.2131476441364371,-0.003497675403444042
-0.20056126347240505,-0.34411713301606495,-0.08596125429879992,-0.3203952255668229,-0.5028599005729946,-0.35432090416281575,-0.25859898192988995,-0.598351792993998,-0.07297012015286865,-0.040226849782837026,-0.21685423011927485,0.2404881905862285,0.48743093119170183,0.5068433187231024,0.035139632474628486,-0.16487531684269843,0.46369788399107104,0.7888517322838301,0.800814198847281,-0.03369508538845304,-0.2042512757916989,0.1212247090941852,-0.31307760509911,0.6114451347957096,-0.02925319588329692,0.07190087404445833,-0.16280738531751143,0.7369747429306488,0.12523949500006182,-0.204592528215699,-0.18461411683463755,0.07024372570247472,-0.04077385629456602,-0.29293063760941457,-0.08350788527097813,-0.3146684307369592,-0.0739837671164341
0.7079724266215445,-0.046085630545745396,0.5960247465895655,1.0181411378921872,1.4167090052937996,-0.35432090416281575,0.283527039230991,0.01846528092625303,-0.08257245256185644,-0.26787567609234963,0.8057731584520427,0.3843618463757353,0.8483563312037404,-0.3610679726804369,-0.5404984381653006,-0.46008861728033307,-1.3950861426561785,1.075664642916865,0.1800216976985746,-0.12915550840460194,1.1238376445410614,0.5814483119668412,0.24370910949924168,-0.11449191648117375,0.4008168618813133,-0.36359171927197415,-0.26366064721406574,0.11802693500419728,-0.7082342328064025,-0.3717528342066826,0.438128541858364,-0.15882035906506392,-0.20868244719856538,-0.13242497043466758,-0.08919160217824891,-0.16505025294193973,-0.08305837964135135
-0.2687012902294513,-0.34411713301606495,-0.2295372544858242,-0.3203952255668229,-0.11894611939963573,-0.35432090416281575,-0.8909227466461342,-0.364125452743831,-0.10828089979340846,-0.24137491243060538,-0.38239201097162606,0.3389124419682516,0.47133186869025984,-0.00026325411716252717,-0.3241730299248275,-0.654127109525173,0.23947227063528698,0.025139926413506552,-0.5756777754533008,-0.2160102538013404,-0.20031914006934662,0.1447396923718982,1.940035883507202,0.16360949617797677,-0.06772324320510993,-0.1694659878817122,-0.29243031438922396,-0.3880438119271475,-0.22772015652302152,-0.4542063912548224,-0.006633906520173254,-0.16268227591065773,-0.20615559464144653,-0.2732411231910114,-0.08626673998393077,-0.2828900731172621,-0.0811810755466969
-0.3141279747341487,-0.34411713301606495,-0.26543125453258026,-0.3203952255668229,-0.5028599005729946,-0.35432090416281575,-0.1839039755481048,-0.37312201702567704,-0.12214506035308127,-0.1430829335914885,0.19538058206337536,-0.3304961477115972,0.133243927719984,0.3518264875894783,-0.14909700537741713,0.09791989060773636,-0.4145153939736581,0.020163211751668866,0.4114211332909503,-0.15671780250131057,0.19128813582096385,-0.21095614340754087,0.45428746479445087,0.3407761347523873,-0.1619547333704129,-0.12298182397258647,-0.1877089817209883,0.14497294988168075,-0.11488669062205124,-0.23303369868029772,-0.2090610183604953,-0.13861145194049546,-0.206387773889643,-0.19765415919850254,-0.08318990061207028,-0.25591020099867906,-0.07343938390574731
-0.20056126347240505,-0.34411713301606495,-0.19364325443906813,-0.23115946800288892,0.2649676617737231,-0.35432090416281575,0.6400899942232864,-1.007458716126365,-0.0666566923465188,0.23974945611526136,-0.3497891034940656,0.7529865437091273,1.2362263570240735,1.1146732983165102,0.1884437021768791,-0.1295797370919937,1.0054898568300998,0.7721287758442062,0.6960416593662963,0.286606712287697,-0.4511957626200573,0.5294599364730835,2.133993876797857,1.29752364202974,0.17115545278235844,0.4638388818996266,0.0008973351057387668,-0.23599501093586933,0.3330859525641781,-0.11030444946463556,0.19533998806477473,0.5373127665732264,0.1554285874581857,-0.295512000412591,-0.08547461533098634,-0.3445993912075601,-0.08105962860767103
0.5489790308551034,-0.046085630545745396,0.4165547463557851,0.9289053803282531,0.2649676617737231,1.5088107386659235,0.04487884274075923,-0.0838114498568388,-0.08129284659105518,-0.4479922827397028,0.6858938807580328,-0.5297883471153064,-0.131377313963401,-0.47612296996437986,-0.5829081030231401,0.04442821054808097,-0.7952435085947382,0.12597363831691868,0.46321988893025295,-0.3844348243714018,0.6460747361657241,-0.48025883080649207,-0.6426122604809358,-0.4393856032988189,-0.13632448086104315,-0.5184458980356922,-0.3318623162173897,-0.1372046827065329,-0.710376494277905,-0.41812969685842494,-0.13043414882851811,-0.43379525808733005,-0.23913664476459223,-0.12366269810621545,-0.08811936951790311,-0.16245479942341923,-0.08185250504082725
0.003858816798733593,-0.34411713301606495,-0.014173254205287776,0.3042550773807151,-0.5028599005729946,-0.35432090416281575,0.46955988531392767,-0.9533214959742039,-0.0681478034364607,0.11142425871586172,-0.13368960649049214,0.557702881069073,1.1969348067943062,0.38319337208747395,0.26883760462256157,0.16265665555317488,0.42043914602577354,1.138510036055383,0.015391054048752623,0.0631352824971199,-0.10812537855907893,0.38830844347093335,1.152110537874954,0.724026760293076,0.13364129181549989,0.14488022937153652,0.3217558533410406,0.8112542595805882,0.2554566300043531,0.46599497601082207,-0.01500271507053465,0.11152390314791435,0.29668386362522575,-0.263473620633652,-0.08048494539649474,-0.2981132281798988,-0.07379583810271158
0.5262656886027546,0.5499773743948938,0.4165547463557851,0.9289053803282531,-0.11894611939963573,-0.35432090416281575,0.6612300903690744,-0.03109473985444268,-0.0626380950828455,-0.7253606995526852,-1.0168543031152621,-0.4470091855163945,-0.4289057479934635,-0.3571675625223923,-0.7868709460106745,-0.9044054098332679,-0.5784688132020187,-0.35777086654391366,-0.8105781413084817,-0.6591498125207917,-0.9768987779786377,-0.2530533865214004,-0.5063352831828007,0.01298015153561021,0.16837112561681838,-0.6741797879079007,-0.7794058581026642,0.28930022791817456,-0.6891323767205378,-0.8738415440872267,0.16668084773657083,-0.6157393012435853,-0.7326771864467269,0.4833974331398076,-0.012226836307837687,0.3846650664347303,-0.004241362186640523
0.4126989773410109,-0.046085630545745396,0.30887274621551686,0.3934908349446491,1.0327952241204408,2.4403765600802934,1.484284500311764,-0.3178799556459207,-0.03303795365910459,-0.6250819473849876,-0.25694612138793993,-0.4356421388152696,-0.7668205072755622,-0.9504470565677537,-0.5881093682865519,-0.30820828090776303,-0.07150011527978144,-0.5545812709492444,0.06077910385362117,-0.6323712429663807,-0.27557376632834674,-0.5286902434366161,-1.0469887385067096,-1.009430147434742,-0.17292732456131596,-0.6138117313771008,-0.614443339008752,-0.08417799744660356,-0.5798855368396403,-0.5365315476021959,-0.17328348312468408,-0.6241669393166832,-0.6306736385205575,0.06958192317792981,-0.037853696115795366,0.13384859268410804,-0.04537241329246277
